"filename", "language", "TypeScript", "JavaScript", "JSON", "Markdown", "JSON with Comments", "comment", "blank", "total"
"/home/william/Scality/arsenal/lib/algos/set/SortedSet.js", "JavaScript", 0, 43, 0, 0, 0, 0, 9, 52
"/home/william/Scality/arsenal/lib/algos/stream/MergeStream.js", "JavaScript", 0, 88, 0, 0, 0, 7, 12, 107
"/home/william/Scality/arsenal/lib/auth/AuthInfo.ts", "TypeScript", 86, 0, 0, 0, 0, 13, 10, 109
"/home/william/Scality/arsenal/lib/auth/Vault.ts", "TypeScript", 346, 0, 0, 0, 0, 147, 16, 509
"/home/william/Scality/arsenal/lib/auth/auth.ts", "TypeScript", 202, 0, 0, 0, 0, 59, 19, 280
"/home/william/Scality/arsenal/lib/auth/backends/ChainBackend.ts", "TypeScript", 208, 0, 0, 0, 0, 40, 24, 272
"/home/william/Scality/arsenal/lib/auth/backends/base.ts", "TypeScript", 49, 0, 0, 0, 0, 56, 11, 116
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/AuthLoader.ts", "TypeScript", 157, 0, 0, 0, 0, 35, 13, 205
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/Backend.ts", "TypeScript", 194, 0, 0, 0, 0, 62, 16, 272
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/Indexer.ts", "TypeScript", 65, 0, 0, 0, 0, 24, 13, 102
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/types.ts", "TypeScript", 40, 0, 0, 0, 0, 1, 7, 48
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/validateAuthConfig.ts", "TypeScript", 11, 0, 0, 0, 0, 4, 2, 17
"/home/william/Scality/arsenal/lib/auth/backends/in_memory/vaultUtilities.ts", "TypeScript", 23, 0, 0, 0, 0, 13, 4, 40
"/home/william/Scality/arsenal/lib/auth/v2/algoCheck.ts", "TypeScript", 12, 0, 0, 0, 0, 4, 1, 17
"/home/william/Scality/arsenal/lib/auth/v2/authV2.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 1, 3
"/home/william/Scality/arsenal/lib/auth/v2/checkRequestExpiry.ts", "TypeScript", 24, 0, 0, 0, 0, 5, 6, 35
"/home/william/Scality/arsenal/lib/auth/v2/constructStringToSign.ts", "TypeScript", 27, 0, 0, 0, 0, 15, 6, 48
"/home/william/Scality/arsenal/lib/auth/v2/getCanonicalizedAmzHeaders.ts", "TypeScript", 20, 0, 0, 0, 0, 20, 4, 44
"/home/william/Scality/arsenal/lib/auth/v2/getCanonicalizedResource.ts", "TypeScript", 76, 0, 0, 0, 0, 33, 9, 118
"/home/william/Scality/arsenal/lib/auth/v2/headerAuthCheck.ts", "TypeScript", 80, 0, 0, 0, 0, 4, 10, 94
"/home/william/Scality/arsenal/lib/auth/v2/queryAuthCheck.ts", "TypeScript", 75, 0, 0, 0, 0, 9, 9, 93
"/home/william/Scality/arsenal/lib/auth/v4/authV4.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 1, 3
"/home/william/Scality/arsenal/lib/auth/v4/awsURIencode.ts", "TypeScript", 51, 0, 0, 0, 0, 28, 3, 82
"/home/william/Scality/arsenal/lib/auth/v4/constructStringToSign.ts", "TypeScript", 44, 0, 0, 0, 0, 5, 4, 53
"/home/william/Scality/arsenal/lib/auth/v4/createCanonicalRequest.ts", "TypeScript", 71, 0, 0, 0, 0, 17, 8, 96
"/home/william/Scality/arsenal/lib/auth/v4/headerAuthCheck.ts", "TypeScript", 142, 0, 0, 0, 0, 27, 16, 185
"/home/william/Scality/arsenal/lib/auth/v4/queryAuthCheck.ts", "TypeScript", 93, 0, 0, 0, 0, 18, 12, 123
"/home/william/Scality/arsenal/lib/auth/v4/streamingV4/V4Transform.ts", "TypeScript", 219, 0, 0, 0, 0, 84, 13, 316
"/home/william/Scality/arsenal/lib/auth/v4/streamingV4/constructChunkStringToSign.ts", "TypeScript", 22, 0, 0, 0, 0, 12, 2, 36
"/home/william/Scality/arsenal/lib/auth/v4/timeUtils.ts", "TypeScript", 32, 0, 0, 0, 0, 21, 4, 57
"/home/william/Scality/arsenal/lib/auth/v4/validateInputs.ts", "TypeScript", 150, 0, 0, 0, 0, 42, 15, 207
"/home/william/Scality/arsenal/lib/clustering/ClusterRPC.ts", "TypeScript", 393, 0, 0, 0, 0, 137, 42, 572
"/home/william/Scality/arsenal/lib/constants.ts", "TypeScript", 73, 0, 0, 0, 0, 96, 6, 175
"/home/william/Scality/arsenal/lib/db.ts", "TypeScript", 89, 0, 0, 0, 0, 91, 15, 195
"/home/william/Scality/arsenal/lib/errorUtils.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 2, 12
"/home/william/Scality/arsenal/lib/errors/arsenalErrors.ts", "TypeScript", 851, 0, 0, 0, 0, 28, 208, 1087
"/home/william/Scality/arsenal/lib/errors/index.ts", "TypeScript", 135, 0, 0, 0, 0, 66, 25, 226
"/home/william/Scality/arsenal/lib/errors/kmsErrors.ts", "TypeScript", 75, 0, 0, 0, 0, 15, 1, 91
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/README.md", "Markdown", 0, 0, 0, 13, 0, 0, 8, 21
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/getPensieveCreds.js", "JavaScript", 0, 42, 0, 0, 0, 0, 4, 46
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/package.json", "JSON", 0, 0, 14, 0, 0, 0, 1, 15
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/tests/resources.json", "JSON", 0, 0, 7, 0, 0, 0, 0, 7
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/tests/unit/utilsSpec.js", "JavaScript", 0, 35, 0, 0, 0, 0, 5, 40
"/home/william/Scality/arsenal/lib/executables/pensieveCreds/utils.js", "JavaScript", 0, 34, 0, 0, 0, 0, 5, 39
"/home/william/Scality/arsenal/lib/https/ciphers.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 1, 29
"/home/william/Scality/arsenal/lib/https/dh2048.ts", "TypeScript", 7, 0, 0, 0, 0, 31, 2, 40
"/home/william/Scality/arsenal/lib/https/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 1, 3
"/home/william/Scality/arsenal/lib/ipCheck.ts", "TypeScript", 54, 0, 0, 0, 0, 21, 4, 79
"/home/william/Scality/arsenal/lib/jsutil.ts", "TypeScript", 17, 0, 0, 0, 0, 14, 3, 34
"/home/william/Scality/arsenal/lib/metrics/RedisClient.ts", "TypeScript", 96, 0, 0, 0, 0, 101, 23, 220
"/home/william/Scality/arsenal/lib/metrics/StatsClient.ts", "TypeScript", 136, 0, 0, 0, 0, 75, 20, 231
"/home/william/Scality/arsenal/lib/metrics/StatsModel.ts", "TypeScript", 144, 0, 0, 0, 0, 71, 18, 233
"/home/william/Scality/arsenal/lib/metrics/ZenkoMetrics.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 9, 36
"/home/william/Scality/arsenal/lib/metrics/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 1, 5
"/home/william/Scality/arsenal/lib/models/ARN.ts", "TypeScript", 97, 0, 0, 0, 0, 11, 9, 117
"/home/william/Scality/arsenal/lib/models/BackendInfo.ts", "TypeScript", 165, 0, 0, 0, 0, 92, 16, 273
"/home/william/Scality/arsenal/lib/models/BucketAzureInfo.ts", "TypeScript", 187, 0, 0, 0, 0, 35, 43, 265
"/home/william/Scality/arsenal/lib/models/BucketInfo.ts", "TypeScript", 634, 0, 0, 0, 0, 403, 37, 1074
"/home/william/Scality/arsenal/lib/models/BucketPolicy.ts", "TypeScript", 86, 0, 0, 0, 0, 58, 12, 156
"/home/william/Scality/arsenal/lib/models/LifecycleConfiguration.ts", "TypeScript", 996, 0, 0, 0, 0, 386, 55, 1437
"/home/william/Scality/arsenal/lib/models/LifecycleRule.ts", "TypeScript", 155, 0, 0, 0, 0, 31, 25, 211
"/home/william/Scality/arsenal/lib/models/NotificationConfiguration.ts", "TypeScript", 248, 0, 0, 0, 0, 90, 15, 353
"/home/william/Scality/arsenal/lib/models/ObjectLockConfiguration.ts", "TypeScript", 186, 0, 0, 0, 0, 59, 13, 258
"/home/william/Scality/arsenal/lib/models/ObjectMD.ts", "TypeScript", 757, 0, 0, 0, 0, 634, 135, 1526
"/home/william/Scality/arsenal/lib/models/ObjectMDAmzRestore.ts", "TypeScript", 43, 0, 0, 0, 0, 43, 9, 95
"/home/william/Scality/arsenal/lib/models/ObjectMDArchive.ts", "TypeScript", 107, 0, 0, 0, 0, 68, 9, 184
"/home/william/Scality/arsenal/lib/models/ObjectMDAzureInfo.ts", "TypeScript", 134, 0, 0, 0, 0, 29, 28, 191
"/home/william/Scality/arsenal/lib/models/ObjectMDLocation.ts", "TypeScript", 102, 0, 0, 0, 0, 36, 17, 155
"/home/william/Scality/arsenal/lib/models/ReplicationConfiguration.ts", "TypeScript", 360, 0, 0, 0, 0, 142, 29, 531
"/home/william/Scality/arsenal/lib/models/Veeam.ts", "TypeScript", 91, 0, 0, 0, 0, 15, 8, 114
"/home/william/Scality/arsenal/lib/models/WebsiteConfiguration.ts", "TypeScript", 112, 0, 0, 0, 0, 88, 22, 222
"/home/william/Scality/arsenal/lib/models/index.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 1, 17
"/home/william/Scality/arsenal/lib/network/KMSInterface.ts", "TypeScript", 145, 0, 0, 0, 0, 44, 26, 215
"/home/william/Scality/arsenal/lib/network/RoundRobin.ts", "TypeScript", 119, 0, 0, 0, 0, 49, 14, 182
"/home/william/Scality/arsenal/lib/network/http/server.ts", "TypeScript", 265, 0, 0, 0, 0, 172, 32, 469
"/home/william/Scality/arsenal/lib/network/http/utils.ts", "TypeScript", 66, 0, 0, 0, 0, 53, 5, 124
"/home/william/Scality/arsenal/lib/network/index.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 3, 20
"/home/william/Scality/arsenal/lib/network/kmip/Client.ts", "TypeScript", 455, 0, 0, 0, 0, 138, 27, 620
"/home/william/Scality/arsenal/lib/network/kmip/ClusterClient.ts", "TypeScript", 232, 0, 0, 0, 0, 39, 40, 311
"/home/william/Scality/arsenal/lib/network/kmip/Message.ts", "TypeScript", 35, 0, 0, 0, 0, 12, 5, 52
"/home/william/Scality/arsenal/lib/network/kmip/README.md", "Markdown", 0, 0, 0, 91, 0, 0, 15, 106
"/home/william/Scality/arsenal/lib/network/kmip/codec/README.md", "Markdown", 0, 0, 0, 300, 0, 0, 68, 368
"/home/william/Scality/arsenal/lib/network/kmip/codec/ttlv.ts", "TypeScript", 409, 0, 0, 0, 0, 12, 19, 440
"/home/william/Scality/arsenal/lib/network/kmip/error-comparison.jsonc", "JSON with Comments", 0, 0, 0, 0, 141, 18, 1, 160
"/home/william/Scality/arsenal/lib/network/kmip/errorMapping.ts", "TypeScript", 9, 0, 0, 0, 0, 25, 3, 37
"/home/william/Scality/arsenal/lib/network/kmip/index.ts", "TypeScript", 266, 0, 0, 0, 0, 150, 36, 452
"/home/william/Scality/arsenal/lib/network/kmip/tags.json", "JSON", 0, 0, 588, 0, 0, 0, 1, 589
"/home/william/Scality/arsenal/lib/network/kmip/transport/TransportTemplate.ts", "TypeScript", 190, 0, 0, 0, 0, 60, 14, 264
"/home/william/Scality/arsenal/lib/network/kmip/transport/tls.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 2, 9
"/home/william/Scality/arsenal/lib/network/kmsAWS/Client.ts", "TypeScript", 231, 0, 0, 0, 0, 70, 40, 341
"/home/william/Scality/arsenal/lib/network/kmsAWS/README.md", "Markdown", 0, 0, 0, 60, 0, 0, 13, 73
"/home/william/Scality/arsenal/lib/network/probe/HealthProbeServer.ts", "TypeScript", 80, 0, 0, 0, 0, 3, 11, 94
"/home/william/Scality/arsenal/lib/network/probe/ProbeServer.ts", "TypeScript", 46, 0, 0, 0, 0, 34, 13, 93
"/home/william/Scality/arsenal/lib/network/probe/Utils.ts", "TypeScript", 32, 0, 0, 0, 0, 13, 5, 50
"/home/william/Scality/arsenal/lib/network/rest/RESTClient.ts", "TypeScript", 222, 0, 0, 0, 0, 65, 24, 311
"/home/william/Scality/arsenal/lib/network/rest/RESTServer.ts", "TypeScript", 213, 0, 0, 0, 0, 63, 15, 291
"/home/william/Scality/arsenal/lib/network/rest/utils.ts", "TypeScript", 40, 0, 0, 0, 0, 18, 3, 61
"/home/william/Scality/arsenal/lib/network/rpc/level-net.ts", "TypeScript", 47, 0, 0, 0, 0, 76, 10, 133
"/home/william/Scality/arsenal/lib/network/rpc/rpc.ts", "TypeScript", 458, 0, 0, 0, 0, 266, 48, 772
"/home/william/Scality/arsenal/lib/network/rpc/sio-stream.ts", "TypeScript", 366, 0, 0, 0, 0, 63, 41, 470
"/home/william/Scality/arsenal/lib/network/rpc/utils.ts", "TypeScript", 35, 0, 0, 0, 0, 26, 9, 70
"/home/william/Scality/arsenal/lib/network/utils.ts", "TypeScript", 41, 0, 0, 0, 0, 10, 6, 57
"/home/william/Scality/arsenal/lib/patches/locationConstraints.ts", "TypeScript", 204, 0, 0, 0, 0, 0, 8, 212
"/home/william/Scality/arsenal/lib/policy/policyValidator.ts", "TypeScript", 105, 0, 0, 0, 0, 22, 8, 135
"/home/william/Scality/arsenal/lib/policy/resourcePolicySchema.json", "JSON", 0, 0, 494, 0, 0, 0, 1, 495
"/home/william/Scality/arsenal/lib/policy/userPolicySchema.json", "JSON", 0, 0, 576, 0, 0, 0, 1, 577
"/home/william/Scality/arsenal/lib/policyEvaluator/RequestContext.ts", "TypeScript", 458, 0, 0, 0, 0, 279, 53, 790
"/home/william/Scality/arsenal/lib/policyEvaluator/evaluator.ts", "TypeScript", 261, 0, 0, 0, 0, 106, 9, 376
"/home/william/Scality/arsenal/lib/policyEvaluator/principal.ts", "TypeScript", 136, 0, 0, 0, 0, 33, 6, 175
"/home/william/Scality/arsenal/lib/policyEvaluator/requestUtils.ts", "TypeScript", 51, 0, 0, 0, 0, 25, 5, 81
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/actionMaps.ts", "TypeScript", 233, 0, 0, 0, 0, 7, 13, 253
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/checkArnMatch.ts", "TypeScript", 30, 0, 0, 0, 0, 22, 1, 53
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/conditions.ts", "TypeScript", 281, 0, 0, 0, 0, 149, 8, 438
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/objectTags.ts", "TypeScript", 13, 0, 0, 0, 0, 14, 2, 29
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/variables.ts", "TypeScript", 46, 0, 0, 0, 0, 54, 6, 106
"/home/william/Scality/arsenal/lib/policyEvaluator/utils/wildcards.ts", "TypeScript", 21, 0, 0, 0, 0, 28, 7, 56
"/home/william/Scality/arsenal/lib/s3middleware/MD5Sum.ts", "TypeScript", 28, 0, 0, 0, 0, 16, 5, 49
"/home/william/Scality/arsenal/lib/s3middleware/azureHelpers/ResultsCollector.ts", "TypeScript", 33, 0, 0, 0, 0, 40, 8, 81
"/home/william/Scality/arsenal/lib/s3middleware/azureHelpers/SubStreamInterface.ts", "TypeScript", 81, 0, 0, 0, 0, 49, 16, 146
"/home/william/Scality/arsenal/lib/s3middleware/azureHelpers/mpuUtils.ts", "TypeScript", 254, 0, 0, 0, 0, 14, 20, 288
"/home/william/Scality/arsenal/lib/s3middleware/convertToXml.ts", "TypeScript", 147, 0, 0, 0, 0, 2, 16, 165
"/home/william/Scality/arsenal/lib/s3middleware/escapeForXml.ts", "TypeScript", 12, 0, 0, 0, 0, 4, 2, 18
"/home/william/Scality/arsenal/lib/s3middleware/lifecycleHelpers/LifecycleDateTime.ts", "TypeScript", 55, 0, 0, 0, 0, 22, 8, 85
"/home/william/Scality/arsenal/lib/s3middleware/lifecycleHelpers/LifecycleUtils.ts", "TypeScript", 260, 0, 0, 0, 0, 78, 23, 361
"/home/william/Scality/arsenal/lib/s3middleware/lifecycleHelpers/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 1, 3
"/home/william/Scality/arsenal/lib/s3middleware/nullStream.ts", "TypeScript", 20, 0, 0, 0, 0, 13, 3, 36
"/home/william/Scality/arsenal/lib/s3middleware/objectLegalHold.ts", "TypeScript", 79, 0, 0, 0, 0, 28, 6, 113
"/home/william/Scality/arsenal/lib/s3middleware/objectRestore.ts", "TypeScript", 78, 0, 0, 0, 0, 28, 5, 111
"/home/william/Scality/arsenal/lib/s3middleware/objectRetention.ts", "TypeScript", 102, 0, 0, 0, 0, 37, 7, 146
"/home/william/Scality/arsenal/lib/s3middleware/objectUtils.ts", "TypeScript", 9, 0, 0, 0, 0, 7, 6, 22
"/home/william/Scality/arsenal/lib/s3middleware/prepareStream.ts", "TypeScript", 18, 0, 0, 0, 0, 11, 2, 31
"/home/william/Scality/arsenal/lib/s3middleware/processMpuParts.ts", "TypeScript", 145, 0, 0, 0, 0, 76, 18, 239
"/home/william/Scality/arsenal/lib/s3middleware/tagging.ts", "TypeScript", 197, 0, 0, 0, 0, 52, 21, 270
"/home/william/Scality/arsenal/lib/s3middleware/userMetadata.ts", "TypeScript", 16, 0, 0, 0, 0, 5, 2, 23
"/home/william/Scality/arsenal/lib/s3middleware/validateConditionalHeaders.ts", "TypeScript", 118, 0, 0, 0, 0, 21, 11, 150
"/home/william/Scality/arsenal/lib/s3routes/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 1, 3
"/home/william/Scality/arsenal/lib/s3routes/routes.ts", "TypeScript", 237, 0, 0, 0, 0, 45, 27, 309
"/home/william/Scality/arsenal/lib/s3routes/routes/routeDELETE.ts", "TypeScript", 63, 0, 0, 0, 0, 5, 4, 72
"/home/william/Scality/arsenal/lib/s3routes/routes/routeGET.ts", "TypeScript", 86, 0, 0, 0, 0, 7, 6, 99
"/home/william/Scality/arsenal/lib/s3routes/routes/routeHEAD.ts", "TypeScript", 34, 0, 0, 0, 0, 2, 3, 39
"/home/william/Scality/arsenal/lib/s3routes/routes/routeOPTIONS.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 6, 40
"/home/william/Scality/arsenal/lib/s3routes/routes/routePOST.ts", "TypeScript", 54, 0, 0, 0, 0, 5, 12, 71
"/home/william/Scality/arsenal/lib/s3routes/routes/routePUT.ts", "TypeScript", 217, 0, 0, 0, 0, 15, 7, 239
"/home/william/Scality/arsenal/lib/s3routes/routes/routeWebsite.ts", "TypeScript", 73, 0, 0, 0, 0, 13, 3, 89
"/home/william/Scality/arsenal/lib/s3routes/routesUtils.ts", "TypeScript", 903, 0, 0, 0, 0, 330, 67, 1300
"/home/william/Scality/arsenal/lib/shuffle.ts", "TypeScript", 8, 0, 0, 0, 0, 5, 2, 15
"/home/william/Scality/arsenal/lib/simple-glob.d.ts", "TypeScript", 3, 0, 0, 0, 0, 5, 1, 9
"/home/william/Scality/arsenal/lib/storage/data/DataWrapper.js", "JavaScript", 0, 830, 0, 0, 0, 169, 44, 1043
"/home/william/Scality/arsenal/lib/storage/data/LocationConstraintParser.js", "JavaScript", 0, 139, 0, 0, 0, 16, 5, 160
"/home/william/Scality/arsenal/lib/storage/data/MultipleBackendGateway.js", "JavaScript", 0, 326, 0, 0, 0, 14, 25, 365
"/home/william/Scality/arsenal/lib/storage/data/external/AwsClient.js", "JavaScript", 0, 588, 0, 0, 0, 36, 29, 653
"/home/william/Scality/arsenal/lib/storage/data/external/AzureClient.js", "JavaScript", 0, 454, 0, 0, 0, 52, 34, 540
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/abortMPU.js", "JavaScript", 0, 21, 0, 0, 0, 10, 3, 34
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/completeMPU.js", "JavaScript", 0, 52, 0, 0, 0, 16, 3, 71
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/createMPU.js", "JavaScript", 0, 31, 0, 0, 0, 18, 3, 52
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/deleteTagging.js", "JavaScript", 0, 22, 0, 0, 0, 0, 3, 25
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/getTagging.js", "JavaScript", 0, 17, 0, 0, 0, 0, 3, 20
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/index.js", "JavaScript", 0, 12, 0, 0, 0, 2, 1, 15
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/listParts.js", "JavaScript", 0, 31, 0, 0, 0, 9, 3, 43
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/mpuHelper.js", "JavaScript", 0, 250, 0, 0, 0, 52, 15, 317
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/putObject.js", "JavaScript", 0, 8, 0, 0, 0, 1, 3, 12
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/putTagging.js", "JavaScript", 0, 30, 0, 0, 0, 0, 4, 34
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/uploadPart.js", "JavaScript", 0, 33, 0, 0, 0, 8, 3, 44
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpApis/uploadPartCopy.js", "JavaScript", 0, 26, 0, 0, 0, 9, 3, 38
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpManagedUpload.js", "JavaScript", 0, 295, 0, 0, 0, 86, 22, 403
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpService.js", "JavaScript", 0, 107, 0, 0, 0, 7, 28, 142
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpServiceSetup.js", "JavaScript", 0, 127, 0, 0, 0, 99, 21, 247
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpSigner.js", "JavaScript", 0, 42, 0, 0, 0, 0, 10, 52
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/GcpUtils.js", "JavaScript", 0, 149, 0, 0, 0, 7, 16, 172
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/gcp-2017-11-01.api.json", "JSON", 0, 0, 932, 0, 0, 0, 1, 933
"/home/william/Scality/arsenal/lib/storage/data/external/GCP/index.js", "JavaScript", 0, 5, 0, 0, 0, 0, 1, 6
"/home/william/Scality/arsenal/lib/storage/data/external/GcpClient.js", "JavaScript", 0, 254, 0, 0, 0, 32, 19, 305
"/home/william/Scality/arsenal/lib/storage/data/external/PfsClient.js", "JavaScript", 0, 128, 0, 0, 0, 1, 20, 149
"/home/william/Scality/arsenal/lib/storage/data/external/utils.js", "JavaScript", 0, 176, 0, 0, 0, 42, 8, 226
"/home/william/Scality/arsenal/lib/storage/data/file/DataFileInterface.js", "JavaScript", 0, 31, 0, 0, 0, 1, 9, 41
"/home/william/Scality/arsenal/lib/storage/data/file/DataFileStore.js", "JavaScript", 0, 268, 0, 0, 0, 143, 21, 432
"/home/william/Scality/arsenal/lib/storage/data/file/utils.js", "JavaScript", 0, 9, 0, 0, 0, 8, 3, 20
"/home/william/Scality/arsenal/lib/storage/data/in_memory/datastore.js", "JavaScript", 0, 96, 0, 0, 0, 8, 12, 116
"/home/william/Scality/arsenal/lib/storage/data/utils/RelayMD5Sum.js", "JavaScript", 0, 15, 0, 0, 0, 20, 4, 39
"/home/william/Scality/arsenal/lib/storage/metadata/MetadataWrapper.js", "JavaScript", 0, 555, 0, 0, 0, 83, 50, 688
"/home/william/Scality/arsenal/lib/storage/metadata/bucketclient/BucketClientInterface.js", "JavaScript", 0, 177, 0, 0, 0, 26, 20, 223
"/home/william/Scality/arsenal/lib/storage/metadata/bucketclient/LogConsumer.js", "JavaScript", 0, 76, 0, 0, 0, 49, 13, 138
"/home/william/Scality/arsenal/lib/storage/metadata/conditions.js", "JavaScript", 0, 51, 0, 0, 0, 2, 10, 63
"/home/william/Scality/arsenal/lib/storage/metadata/file/BucketFileInterface.js", "JavaScript", 0, 363, 0, 0, 0, 32, 30, 425
"/home/william/Scality/arsenal/lib/storage/metadata/file/MetadataFileClient.js", "JavaScript", 0, 54, 0, 0, 0, 37, 8, 99
"/home/william/Scality/arsenal/lib/storage/metadata/file/MetadataFileServer.js", "JavaScript", 0, 205, 0, 0, 0, 43, 24, 272
"/home/william/Scality/arsenal/lib/storage/metadata/file/RecordLog.js", "JavaScript", 0, 190, 0, 0, 0, 123, 19, 332
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/ListMultipartUploadsResult.js", "JavaScript", 0, 29, 0, 0, 0, 0, 4, 33
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/ListResult.js", "JavaScript", 0, 18, 0, 0, 0, 6, 4, 28
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/bucket_mem.js.Design.md", "Markdown", 0, 0, 0, 46, 0, 0, 17, 63
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/bucket_utilities.js", "JavaScript", 0, 25, 0, 0, 0, 5, 5, 35
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/getMultipartUploadListing.js", "JavaScript", 0, 114, 0, 0, 0, 25, 10, 149
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/metadata.js", "JavaScript", 0, 7, 0, 0, 0, 0, 2, 9
"/home/william/Scality/arsenal/lib/storage/metadata/in_memory/metastore.js", "JavaScript", 0, 281, 0, 0, 0, 31, 31, 343
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/DataCounter.js", "JavaScript", 0, 193, 0, 0, 0, 67, 15, 275
